Longitude,Latitude,Signal_Strength
23.7442908,90.3792962,1
23.7442908,90.3797924,17
23.7442908,90.3802886,19
23.7442908,90.3807849,12
23.7442908,90.3812811,19
23.7442908,90.3817773,24
23.7442908,90.3822735,16
23.7442908,90.3827697,23
23.7442908,90.3832659,2
23.7442908,90.3837621,15
23.7442908,90.3842583,27
23.7442908,90.3847545,30
23.7442908,90.3852508,0
23.7442908,90.385747,1
23.7442908,90.3862432,8
23.7442908,90.3867394,26
23.7442908,90.3872356,8
23.7442908,90.3877318,26
23.7442908,90.388228,6
23.7442908,90.3887242,9
23.7442908,90.3892205,8
23.7442908,90.3897167,0
23.7442908,90.3902129,22
23.7442908,90.3907091,24
23.7442908,90.3912053,19
23.7442908,90.3917015,5
23.7442908,90.3921977,15
23.7442908,90.3926939,30
23.7442908,90.3931901,23
23.7442908,90.3936864,23
23.7442908,90.3941826,14
23.7442908,90.3946788,28
23.7442908,90.395175,25
23.7442908,90.3956712,6
23.7442908,90.3961674,3
23.7442908,90.3966636,0
23.7442908,90.3971598,28
23.7442908,90.397656,28
23.7442908,90.3981523,2
23.7442908,90.3986485,9
23.7442908,90.3991447,3
23.7442908,90.3996409,5
23.7442908,90.4001371,13
23.7442908,90.4006333,0
23.7442908,90.4011295,3
23.7442908,90.4016257,21
23.7442908,90.4021219,3
23.7442908,90.4026182,18
23.7442908,90.4031144,3
23.7442908,90.4036106,30
23.7442908,90.4041068,24
23.7439367,90.369372,17
23.7439367,90.3698682,9
23.7439367,90.3703644,27
23.7439367,90.3708606,29
23.7439367,90.3713568,12
23.7439367,90.3718531,17
23.7439367,90.3723493,22
23.7439367,90.3728455,5
23.7439367,90.3733417,3
23.7439367,90.3738379,22
23.7439367,90.3743341,11
23.7439367,90.3748303,13
23.7439367,90.3753265,13
23.7439367,90.3758227,25
23.7439367,90.376319,21
23.7439367,90.3768152,21
23.7439367,90.3773114,6
23.7439367,90.3778076,19
23.7439367,90.3783038,3
23.7439367,90.3788,2
23.7439367,90.3792962,24
23.7439367,90.3797924,24
23.7439367,90.3802886,10
23.7439367,90.3807849,13
23.7439367,90.3812811,27
23.7439367,90.3817773,6
23.7439367,90.3822735,10
23.7439367,90.3827697,14
23.7439367,90.3832659,30
23.7439367,90.3837621,6
23.7439367,90.3842583,30
23.7439367,90.3847545,1
23.7439367,90.3852508,10
23.7439367,90.385747,24
23.7439367,90.3862432,12
23.7439367,90.3867394,23
23.7439367,90.3872356,28
23.7439367,90.3877318,20
23.7439367,90.388228,2
23.7439367,90.3887242,5
23.7439367,90.3892205,3
23.7439367,90.3897167,16
23.7439367,90.3902129,17
23.7439367,90.3907091,5
23.7439367,90.3912053,15
23.7439367,90.3917015,5
23.7439367,90.3921977,10
23.7439367,90.3926939,30
23.7439367,90.3931901,0
23.7439367,90.3936864,4
23.7439367,90.3941826,8
23.7439367,90.3946788,16
23.7439367,90.395175,27
23.7439367,90.3956712,4
23.7439367,90.3961674,2
23.7439367,90.3966636,9
23.7439367,90.3971598,4
23.7439367,90.397656,18
23.7439367,90.3981523,11
23.7439367,90.3986485,17
23.7439367,90.3991447,17
23.7439367,90.3996409,1
23.7439367,90.4001371,12
23.7439367,90.4006333,2
23.7439367,90.4011295,16
23.7439367,90.4016257,29
23.7439367,90.4021219,11
23.7439367,90.4026182,12
23.7439367,90.4031144,10
23.7439367,90.4036106,30
23.7439367,90.4041068,12
23.7435825,90.369372,27
23.7435825,90.3698682,24
23.7435825,90.3703644,24
23.7435825,90.3708606,16
23.7435825,90.3713568,14
23.7435825,90.3718531,14
23.7435825,90.3723493,27
23.7435825,90.3728455,2
23.7435825,90.3733417,23
23.7435825,90.3738379,18
23.7435825,90.3743341,17
23.7435825,90.3748303,29
23.7435825,90.3753265,18
23.7435825,90.3758227,4
23.7435825,90.376319,29
23.7435825,90.3768152,0
23.7435825,90.3773114,15
23.7435825,90.3778076,7
23.7435825,90.3783038,11
23.7435825,90.3788,23
23.7435825,90.3792962,12
23.7435825,90.3797924,29
23.7435825,90.3802886,27
23.7435825,90.3807849,23
23.7435825,90.3812811,11
23.7435825,90.3817773,14
23.7435825,90.3822735,14
23.7435825,90.3827697,25
23.7435825,90.3832659,20
23.7435825,90.3837621,24
23.7435825,90.3842583,8
23.7435825,90.3847545,11
23.7435825,90.3852508,14
23.7435825,90.385747,21
23.7435825,90.3862432,29
23.7435825,90.3867394,25
23.7435825,90.3872356,2
23.7435825,90.3877318,1
23.7435825,90.388228,24
23.7435825,90.3887242,30
23.7435825,90.3892205,22
23.7435825,90.3897167,18
23.7435825,90.3902129,11
23.7435825,90.3907091,0
23.7435825,90.3912053,9
23.7435825,90.3917015,5
23.7435825,90.3921977,4
23.7435825,90.3926939,1
23.7435825,90.3931901,7
23.7435825,90.3936864,9
23.7435825,90.3941826,6
23.7435825,90.3946788,15
23.7435825,90.395175,15
23.7435825,90.3956712,10
23.7435825,90.3961674,19
23.7435825,90.3966636,12
23.7435825,90.3971598,29
23.7435825,90.397656,19
23.7435825,90.3981523,19
23.7435825,90.3986485,13
23.7435825,90.3991447,3
23.7435825,90.3996409,21
23.7435825,90.4001371,13
23.7435825,90.4006333,14
23.7435825,90.4011295,19
23.7435825,90.4016257,22
23.7435825,90.4021219,22
23.7435825,90.4026182,27
23.7435825,90.4031144,14
23.7435825,90.4036106,2
23.7435825,90.4041068,6
23.7432284,90.369372,20
23.7432284,90.3698682,9
23.7432284,90.3703644,8
23.7432284,90.3708606,6
23.7432284,90.3713568,12
23.7432284,90.3718531,2
23.7432284,90.3723493,22
23.7432284,90.3728455,24
23.7432284,90.3733417,0
23.7432284,90.3738379,13
23.7432284,90.3743341,17
23.7432284,90.3748303,17
23.7432284,90.3753265,24
23.7432284,90.3758227,19
23.7432284,90.376319,27
23.7432284,90.3768152,7
23.7432284,90.3773114,18
23.7432284,90.3778076,23
23.7432284,90.3783038,12
23.7432284,90.3788,22
23.7432284,90.3792962,22
23.7432284,90.3797924,23
23.7432284,90.3802886,13
23.7432284,90.3807849,14
23.7432284,90.3812811,2
23.7432284,90.3817773,18
23.7432284,90.3822735,15
23.7432284,90.3827697,8
23.7432284,90.3832659,17
23.7432284,90.3837621,28
23.7432284,90.3842583,23
23.7432284,90.3847545,17
23.7432284,90.3852508,13
23.7432284,90.385747,21
23.7432284,90.3862432,13
23.7432284,90.3867394,11
23.7432284,90.3872356,6
23.7432284,90.3877318,0
23.7432284,90.388228,25
23.7432284,90.3887242,9
23.7432284,90.3892205,23
23.7432284,90.3897167,27
23.7432284,90.3902129,12
23.7432284,90.3907091,30
23.7432284,90.3912053,3
23.7432284,90.3917015,25
23.7432284,90.3921977,21
23.7432284,90.3926939,27
23.7432284,90.3931901,12
23.7432284,90.3936864,16
23.7432284,90.3941826,14
23.7432284,90.3946788,22
23.7432284,90.395175,5
23.7432284,90.3956712,24
23.7432284,90.3961674,29
23.7432284,90.3966636,29
23.7432284,90.3971598,30
23.7432284,90.397656,11
23.7432284,90.3981523,6
23.7432284,90.3986485,26
23.7432284,90.3991447,19
23.7432284,90.3996409,28
23.7432284,90.4001371,12
23.7432284,90.4006333,16
23.7432284,90.4011295,16
23.7432284,90.4016257,23
23.7432284,90.4021219,0
23.7432284,90.4026182,15
23.7432284,90.4031144,12
23.7432284,90.4036106,16
23.7432284,90.4041068,12
23.7428742,90.369372,28
23.7428742,90.3698682,26
23.7428742,90.3703644,5
23.7428742,90.3708606,30
23.7428742,90.3713568,20
23.7428742,90.3718531,27
23.7428742,90.3723493,6
23.7428742,90.3728455,21
23.7428742,90.3733417,27
23.7428742,90.3738379,17
23.7428742,90.3743341,24
23.7428742,90.3748303,6
23.7428742,90.3753265,22
23.7428742,90.3758227,19
23.7428742,90.376319,12
23.7428742,90.3768152,28
23.7428742,90.3773114,24
23.7428742,90.3778076,29
23.7428742,90.3783038,6
23.7428742,90.3788,21
23.7428742,90.3792962,6
23.7428742,90.3797924,1
23.7428742,90.3802886,1
23.7428742,90.3807849,14
23.7428742,90.3812811,15
23.7428742,90.3817773,4
23.7428742,90.3822735,27
23.7428742,90.3827697,28
23.7428742,90.3832659,16
23.7428742,90.3837621,8
23.7428742,90.3842583,16
23.7428742,90.3847545,30
23.7428742,90.3852508,9
23.7428742,90.385747,17
23.7428742,90.3862432,10
23.7428742,90.3867394,8
23.7428742,90.3872356,0
23.7428742,90.3877318,13
23.7428742,90.388228,20
23.7428742,90.3887242,21
23.7428742,90.3892205,4
23.7428742,90.3897167,23
23.7428742,90.3902129,3
23.7428742,90.3907091,18
23.7428742,90.3912053,5
23.7428742,90.3917015,7
23.7428742,90.3921977,8
23.7428742,90.3926939,24
23.7428742,90.3931901,15
23.7428742,90.3936864,24
23.7428742,90.3941826,30
23.7428742,90.3946788,7
23.7428742,90.395175,0
23.7428742,90.3956712,7
23.7428742,90.3961674,20
23.7428742,90.3966636,7
23.7428742,90.3971598,10
23.7428742,90.397656,22
23.7428742,90.3981523,8
23.7428742,90.3986485,29
23.7428742,90.3991447,19
23.7428742,90.3996409,8
23.7428742,90.4001371,5
23.7428742,90.4006333,28
23.7428742,90.4011295,25
23.7428742,90.4016257,2
23.7428742,90.4021219,1
23.7428742,90.4026182,15
23.7428742,90.4031144,18
23.7428742,90.4036106,10
23.7428742,90.4041068,9
23.7425201,90.369372,23
23.7425201,90.3698682,22
23.7425201,90.3703644,11
23.7425201,90.3708606,12
23.7425201,90.3713568,28
23.7425201,90.3718531,27
23.7425201,90.3723493,24
23.7425201,90.3728455,2
23.7425201,90.3733417,16
23.7425201,90.3738379,26
23.7425201,90.3743341,17
23.7425201,90.3748303,26
23.7425201,90.3753265,13
23.7425201,90.3758227,19
23.7425201,90.376319,17
23.7425201,90.3768152,17
23.7425201,90.3773114,24
23.7425201,90.3778076,14
23.7425201,90.3783038,19
23.7425201,90.3788,25
23.7425201,90.3792962,27
23.7425201,90.3797924,13
23.7425201,90.3802886,15
23.7425201,90.3807849,23
23.7425201,90.3812811,12
23.7425201,90.3817773,6
23.7425201,90.3822735,20
23.7425201,90.3827697,21
23.7425201,90.3832659,23
23.7425201,90.3837621,28
23.7425201,90.3842583,12
23.7425201,90.3847545,13
23.7425201,90.3852508,23
23.7425201,90.385747,16
23.7425201,90.3862432,19
23.7425201,90.3867394,4
23.7425201,90.3872356,0
23.7425201,90.3877318,30
23.7425201,90.388228,1
23.7425201,90.3887242,5
23.7425201,90.3892205,9
23.7425201,90.3897167,9
23.7425201,90.3902129,11
23.7425201,90.3907091,16
23.7425201,90.3912053,1
23.7425201,90.3917015,1
23.7425201,90.3921977,11
23.7425201,90.3926939,4
23.7425201,90.3931901,24
23.7425201,90.3936864,20
23.7425201,90.3941826,0
23.7425201,90.3946788,26
23.7425201,90.395175,6
23.7425201,90.3956712,14
23.7425201,90.3961674,15
23.7425201,90.3966636,20
23.7425201,90.3971598,9
23.7425201,90.397656,22
23.7425201,90.3981523,16
23.7425201,90.3986485,19
23.7425201,90.3991447,11
23.7425201,90.3996409,11
23.7425201,90.4001371,1
23.7425201,90.4006333,30
23.7425201,90.4011295,0
23.7425201,90.4016257,10
23.7425201,90.4021219,12
23.7425201,90.4026182,8
23.7425201,90.4031144,3
23.7425201,90.4036106,27
23.7425201,90.4041068,21
23.7421659,90.369372,5
23.7421659,90.3698682,20
23.7421659,90.3703644,19
23.7421659,90.3708606,1
23.7421659,90.3713568,17
23.7421659,90.3718531,16
23.7421659,90.3723493,27
23.7421659,90.3728455,13
23.7421659,90.3733417,27
23.7421659,90.3738379,21
23.7421659,90.3743341,29
23.7421659,90.3748303,30
23.7421659,90.3753265,0
23.7421659,90.3758227,24
23.7421659,90.376319,10
23.7421659,90.3768152,6
23.7421659,90.3773114,12
23.7421659,90.3778076,13
23.7421659,90.3783038,22
23.7421659,90.3788,16
23.7421659,90.3792962,21
23.7421659,90.3797924,7
23.7421659,90.3802886,3
23.7421659,90.3807849,17
23.7421659,90.3812811,6
23.7421659,90.3817773,6
23.7421659,90.3822735,16
23.7421659,90.3827697,28
23.7421659,90.3832659,17
23.7421659,90.3837621,10
23.7421659,90.3842583,13
23.7421659,90.3847545,28
23.7421659,90.3852508,30
23.7421659,90.385747,18
23.7421659,90.3862432,7
23.7421659,90.3867394,19
23.7421659,90.3872356,8
23.7421659,90.3877318,0
23.7421659,90.388228,12
23.7421659,90.3887242,15
23.7421659,90.3892205,25
23.7421659,90.3897167,21
23.7421659,90.3902129,0
23.7421659,90.3907091,26
23.7421659,90.3912053,2
23.7421659,90.3917015,15
23.7421659,90.3921977,18
23.7421659,90.3926939,29
23.7421659,90.3931901,8
23.7421659,90.3936864,20
23.7421659,90.3941826,5
23.7421659,90.3946788,1
23.7421659,90.395175,5
23.7421659,90.3956712,4
23.7421659,90.3961674,17
23.7421659,90.3966636,22
23.7421659,90.3971598,2
23.7421659,90.397656,10
23.7421659,90.3981523,1
23.7421659,90.3986485,2
23.7421659,90.3991447,11
23.7421659,90.3996409,2
23.7421659,90.4001371,29
23.7421659,90.4006333,17
23.7421659,90.4011295,2
23.7421659,90.4016257,6
23.7421659,90.4021219,12
23.7421659,90.4026182,10
23.7421659,90.4031144,12
23.7421659,90.4036106,27
23.7421659,90.4041068,20
23.7418117,90.369372,26
23.7418117,90.3698682,17
23.7418117,90.3703644,23
23.7418117,90.3708606,17
23.7418117,90.3713568,11
23.7418117,90.3718531,15
23.7418117,90.3723493,28
23.7418117,90.3728455,16
23.7418117,90.3733417,23
23.7418117,90.3738379,0
23.7418117,90.3743341,30
23.7418117,90.3748303,9
23.7418117,90.3753265,19
23.7418117,90.3758227,12
23.7418117,90.376319,25
23.7418117,90.3768152,15
23.7418117,90.3773114,5
23.7418117,90.3778076,25
23.7418117,90.3783038,18
23.7418117,90.3788,19
23.7418117,90.3792962,0
23.7418117,90.3797924,1
23.7418117,90.3802886,9
23.7418117,90.3807849,24
23.7418117,90.3812811,12
23.7418117,90.3817773,20
23.7418117,90.3822735,29
23.7418117,90.3827697,25
23.7418117,90.3832659,15
23.7418117,90.3837621,9
23.7418117,90.3842583,21
23.7418117,90.3847545,10
23.7418117,90.3852508,22
23.7418117,90.385747,19
23.7418117,90.3862432,28
23.7418117,90.3867394,7
23.7418117,90.3872356,3
23.7418117,90.3877318,27
23.7418117,90.388228,19
23.7418117,90.3887242,16
23.7418117,90.3892205,16
23.7418117,90.3897167,12
23.7418117,90.3902129,28
23.7418117,90.3907091,9
23.7418117,90.3912053,17
23.7418117,90.3917015,24
23.7418117,90.3921977,15
23.7418117,90.3926939,20
23.7418117,90.3931901,5
23.7418117,90.3936864,14
23.7418117,90.3941826,27
23.7418117,90.3946788,7
23.7418117,90.395175,12
23.7418117,90.3956712,22
23.7418117,90.3961674,6
23.7418117,90.3966636,22
23.7418117,90.3971598,29
23.7418117,90.397656,11
23.7418117,90.3981523,13
23.7418117,90.3986485,30
23.7418117,90.3991447,14
23.7418117,90.3996409,24
23.7418117,90.4001371,6
23.7418117,90.4006333,18
23.7418117,90.4011295,12
23.7418117,90.4016257,18
23.7418117,90.4021219,30
23.7418117,90.4026182,0
23.7418117,90.4031144,15
23.7418117,90.4036106,28
23.7418117,90.4041068,6
23.7414576,90.369372,20
23.7414576,90.3698682,2
23.7414576,90.3703644,30
23.7414576,90.3708606,14
23.7414576,90.3713568,0
23.7414576,90.3718531,10
23.7414576,90.3723493,3
23.7414576,90.3728455,19
23.7414576,90.3733417,19
23.7414576,90.3738379,11
23.7414576,90.3743341,18
23.7414576,90.3748303,1
23.7414576,90.3753265,15
23.7414576,90.3758227,8
23.7414576,90.376319,11
23.7414576,90.3768152,2
23.7414576,90.3773114,16
23.7414576,90.3778076,5
23.7414576,90.3783038,2
23.7414576,90.3788,1
23.7414576,90.3792962,0
23.7414576,90.3797924,21
23.7414576,90.3802886,5
23.7414576,90.3807849,21
23.7414576,90.3812811,21
23.7414576,90.3817773,23
23.7414576,90.3822735,11
23.7414576,90.3827697,14
23.7414576,90.3832659,0
23.7414576,90.3837621,11
23.7414576,90.3842583,16
23.7414576,90.3847545,6
23.7414576,90.3852508,6
23.7414576,90.385747,22
23.7414576,90.3862432,18
23.7414576,90.3867394,5
23.7414576,90.3872356,30
23.7414576,90.3877318,10
23.7414576,90.388228,30
23.7414576,90.3887242,30
23.7414576,90.3892205,10
23.7414576,90.3897167,29
23.7414576,90.3902129,1
23.7414576,90.3907091,26
23.7414576,90.3912053,30
23.7414576,90.3917015,30
23.7414576,90.3921977,18
23.7414576,90.3926939,6
23.7414576,90.3931901,10
23.7414576,90.3936864,14
23.7414576,90.3941826,18
23.7414576,90.3946788,4
23.7414576,90.395175,19
23.7414576,90.3956712,10
23.7414576,90.3961674,16
23.7414576,90.3966636,11
23.7414576,90.3971598,21
23.7414576,90.397656,9
23.7414576,90.3981523,8
23.7414576,90.3986485,5
23.7414576,90.3991447,9
23.7414576,90.3996409,15
23.7414576,90.4001371,5
23.7414576,90.4006333,29
23.7414576,90.4011295,24
23.7414576,90.4016257,3
23.7414576,90.4021219,6
23.7414576,90.4026182,11
23.7414576,90.4031144,23
23.7414576,90.4036106,8
23.7414576,90.4041068,21
23.7411034,90.369372,1
23.7411034,90.3698682,28
23.7411034,90.3703644,3
23.7411034,90.3708606,8
23.7411034,90.3713568,17
23.7411034,90.3718531,8
23.7411034,90.3723493,21
23.7411034,90.3728455,29
23.7411034,90.3733417,5
23.7411034,90.3738379,7
23.7411034,90.3743341,23
23.7411034,90.3748303,24
23.7411034,90.3753265,26
23.7411034,90.3758227,26
23.7411034,90.376319,0
23.7411034,90.3768152,5
23.7411034,90.3773114,8
23.7411034,90.3778076,25
23.7411034,90.3783038,25
23.7411034,90.3788,20
23.7411034,90.3792962,13
23.7411034,90.3797924,5
23.7411034,90.3802886,17
23.7411034,90.3807849,30
23.7411034,90.3812811,7
23.7411034,90.3817773,0
23.7411034,90.3822735,30
23.7411034,90.3827697,28
23.7411034,90.3832659,26
23.7411034,90.3837621,30
23.7411034,90.3842583,8
23.7411034,90.3847545,17
23.7411034,90.3852508,27
23.7411034,90.385747,0
23.7411034,90.3862432,7
23.7411034,90.3867394,22
23.7411034,90.3872356,28
23.7411034,90.3877318,5
23.7411034,90.388228,13
23.7411034,90.3887242,7
23.7411034,90.3892205,16
23.7411034,90.3897167,19
23.7411034,90.3902129,28
23.7411034,90.3907091,17
23.7411034,90.3912053,29
23.7411034,90.3917015,30
23.7411034,90.3921977,17
23.7411034,90.3926939,12
23.7411034,90.3931901,0
23.7411034,90.3936864,6
23.7411034,90.3941826,6
23.7411034,90.3946788,25
23.7411034,90.395175,18
23.7411034,90.3956712,28
23.7411034,90.3961674,0
23.7411034,90.3966636,30
23.7411034,90.3971598,13
23.7411034,90.397656,2
23.7411034,90.3981523,29
23.7411034,90.3986485,27
23.7411034,90.3991447,9
23.7411034,90.3996409,16
23.7411034,90.4001371,3
23.7411034,90.4006333,16
23.7411034,90.4011295,3
23.7411034,90.4016257,19
23.7411034,90.4021219,24
23.7411034,90.4026182,22
23.7411034,90.4031144,4
23.7411034,90.4036106,10
23.7411034,90.4041068,15
23.7407493,90.369372,1
23.7407493,90.3698682,9
23.7407493,90.3703644,10
23.7407493,90.3708606,29
23.7407493,90.3713568,29
23.7407493,90.3718531,18
23.7407493,90.3723493,21
23.7407493,90.3728455,22
23.7407493,90.3733417,29
23.7407493,90.3738379,25
23.7407493,90.3743341,12
23.7407493,90.3748303,5
23.7407493,90.3753265,8
23.7407493,90.3758227,10
23.7407493,90.376319,18
23.7407493,90.3768152,12
23.7407493,90.3773114,26
23.7407493,90.3778076,8
23.7407493,90.3783038,6
23.7407493,90.3788,20
23.7407493,90.3792962,4
23.7407493,90.3797924,25
23.7407493,90.3802886,14
23.7407493,90.3807849,9
23.7407493,90.3812811,30
23.7407493,90.3817773,30
23.7407493,90.3822735,25
23.7407493,90.3827697,19
23.7407493,90.3832659,18
23.7407493,90.3837621,28
23.7407493,90.3842583,16
23.7407493,90.3847545,5
23.7407493,90.3852508,24
23.7407493,90.385747,21
23.7407493,90.3862432,29
23.7407493,90.3867394,1
23.7407493,90.3872356,16
23.7407493,90.3877318,8
23.7407493,90.388228,10
23.7407493,90.3887242,26
23.7407493,90.3892205,21
23.7407493,90.3897167,11
23.7407493,90.3902129,21
23.7407493,90.3907091,9
23.7407493,90.3912053,3
23.7407493,90.3917015,8
23.7407493,90.3921977,12
23.7407493,90.3926939,13
23.7407493,90.3931901,10
23.7407493,90.3936864,14
23.7407493,90.3941826,23
23.7407493,90.3946788,14
23.7407493,90.395175,24
23.7407493,90.3956712,20
23.7407493,90.3961674,29
23.7407493,90.3966636,28
23.7407493,90.3971598,15
23.7407493,90.397656,15
23.7407493,90.3981523,3
23.7407493,90.3986485,6
23.7407493,90.3991447,4
23.7407493,90.3996409,24
23.7407493,90.4001371,1
23.7407493,90.4006333,7
23.7407493,90.4011295,18
23.7407493,90.4016257,17
23.7407493,90.4021219,22
23.7407493,90.4026182,29
23.7407493,90.4031144,17
23.7407493,90.4036106,2
23.7407493,90.4041068,25
23.7403951,90.369372,4
23.7403951,90.3698682,8
23.7403951,90.3703644,7
23.7403951,90.3708606,25
23.7403951,90.3713568,3
23.7403951,90.3718531,27
23.7403951,90.3723493,1
23.7403951,90.3728455,11
23.7403951,90.3733417,28
23.7403951,90.3738379,0
23.7403951,90.3743341,10
23.7403951,90.3748303,27
23.7403951,90.3753265,6
23.7403951,90.3758227,1
23.7403951,90.376319,5
23.7403951,90.3768152,21
23.7403951,90.3773114,7
23.7403951,90.3778076,10
23.7403951,90.3783038,20
23.7403951,90.3788,19
23.7403951,90.3792962,25
23.7403951,90.3797924,5
23.7403951,90.3802886,16
23.7403951,90.3807849,8
23.7403951,90.3812811,12
23.7403951,90.3817773,2
23.7403951,90.3822735,2
23.7403951,90.3827697,14
23.7403951,90.3832659,17
23.7403951,90.3837621,29
23.7403951,90.3842583,5
23.7403951,90.3847545,17
23.7403951,90.3852508,19
23.7403951,90.385747,27
23.7403951,90.3862432,6
23.7403951,90.3867394,3
23.7403951,90.3872356,15
23.7403951,90.3877318,18
23.7403951,90.388228,2
23.7403951,90.3887242,15
23.7403951,90.3892205,29
23.7403951,90.3897167,13
23.7403951,90.3902129,7
23.7403951,90.3907091,8
23.7403951,90.3912053,14
23.7403951,90.3917015,2
23.7403951,90.3921977,30
23.7403951,90.3926939,5
23.7403951,90.3931901,23
23.7403951,90.3936864,0
23.7403951,90.3941826,2
23.7403951,90.3946788,16
23.7403951,90.395175,24
23.7403951,90.3956712,2
23.7403951,90.3961674,17
23.7403951,90.3966636,2
23.7403951,90.3971598,5
23.7403951,90.397656,0
23.7403951,90.3981523,29
23.7403951,90.3986485,8
23.7403951,90.3991447,19
23.7403951,90.3996409,7
23.7403951,90.4001371,6
23.7403951,90.4006333,6
23.7403951,90.4011295,19
23.7403951,90.4016257,28
23.7403951,90.4021219,1
23.7403951,90.4026182,14
23.7403951,90.4031144,28
23.7403951,90.4036106,23
23.7403951,90.4041068,22
23.740041,90.369372,8
23.740041,90.3698682,14
23.740041,90.3703644,16
23.740041,90.3708606,23
23.740041,90.3713568,30
23.740041,90.3718531,16
23.740041,90.3723493,15
23.740041,90.3728455,12
23.740041,90.3733417,23
23.740041,90.3738379,5
23.740041,90.3743341,25
23.740041,90.3748303,8
23.740041,90.3753265,3
23.740041,90.3758227,14
23.740041,90.376319,16
23.740041,90.3768152,0
23.740041,90.3773114,23
23.740041,90.3778076,25
23.740041,90.3783038,28
23.740041,90.3788,22
23.740041,90.3792962,25
23.740041,90.3797924,26
23.740041,90.3802886,22
23.740041,90.3807849,9
23.740041,90.3812811,29
23.740041,90.3817773,20
23.740041,90.3822735,11
23.740041,90.3827697,16
23.740041,90.3832659,16
23.740041,90.3837621,7
23.740041,90.3842583,0
23.740041,90.3847545,17
23.740041,90.3852508,8
23.740041,90.385747,29
23.740041,90.3862432,8
23.740041,90.3867394,22
23.740041,90.3872356,22
23.740041,90.3877318,4
23.740041,90.388228,19
23.740041,90.3887242,15
23.740041,90.3892205,24
23.740041,90.3897167,13
23.740041,90.3902129,4
23.740041,90.3907091,7
23.740041,90.3912053,8
23.740041,90.3917015,19
23.740041,90.3921977,18
23.740041,90.3926939,22
23.740041,90.3931901,13
23.740041,90.3936864,0
23.740041,90.3941826,29
23.740041,90.3946788,0
23.740041,90.395175,8
23.740041,90.3956712,18
23.740041,90.3961674,19
23.740041,90.3966636,20
23.740041,90.3971598,3
23.740041,90.397656,8
23.740041,90.3981523,20
23.740041,90.3986485,24
23.740041,90.3991447,6
23.740041,90.3996409,8
23.740041,90.4001371,4
23.740041,90.4006333,29
23.740041,90.4011295,4
23.740041,90.4016257,23
23.740041,90.4021219,9
23.740041,90.4026182,27
23.740041,90.4031144,30
23.740041,90.4036106,0
23.740041,90.4041068,26
23.7396868,90.369372,20
23.7396868,90.3698682,7
23.7396868,90.3703644,9
23.7396868,90.3708606,30
23.7396868,90.3713568,16
23.7396868,90.3718531,15
23.7396868,90.3723493,10
23.7396868,90.3728455,5
23.7396868,90.3733417,18
23.7396868,90.3738379,16
23.7396868,90.3743341,23
23.7396868,90.3748303,21
23.7396868,90.3753265,30
23.7396868,90.3758227,29
23.7396868,90.376319,1
23.7396868,90.3768152,30
23.7396868,90.3773114,30
23.7396868,90.3778076,8
23.7396868,90.3783038,16
23.7396868,90.3788,13
23.7396868,90.3792962,26
23.7396868,90.3797924,17
23.7396868,90.3802886,20
23.7396868,90.3807849,1
23.7396868,90.3812811,2
23.7396868,90.3817773,28
23.7396868,90.3822735,18
23.7396868,90.3827697,15
23.7396868,90.3832659,16
23.7396868,90.3837621,6
23.7396868,90.3842583,20
23.7396868,90.3847545,10
23.7396868,90.3852508,16
23.7396868,90.385747,12
23.7396868,90.3862432,16
23.7396868,90.3867394,24
23.7396868,90.3872356,9
23.7396868,90.3877318,20
23.7396868,90.388228,17
23.7396868,90.3887242,3
23.7396868,90.3892205,10
23.7396868,90.3897167,12
23.7396868,90.3902129,9
23.7396868,90.3907091,30
23.7396868,90.3912053,7
23.7396868,90.3917015,30
23.7396868,90.3921977,0
23.7396868,90.3926939,30
23.7396868,90.3931901,27
23.7396868,90.3936864,21
23.7396868,90.3941826,13
23.7396868,90.3946788,2
23.7396868,90.395175,3
23.7396868,90.3956712,3
23.7396868,90.3961674,15
23.7396868,90.3966636,13
23.7396868,90.3971598,19
23.7396868,90.397656,16
23.7396868,90.3981523,0
23.7396868,90.3986485,7
23.7396868,90.3991447,2
23.7396868,90.3996409,3
23.7396868,90.4001371,22
23.7396868,90.4006333,30
23.7396868,90.4011295,8
23.7396868,90.4016257,21
23.7396868,90.4021219,16
23.7396868,90.4026182,7
23.7396868,90.4031144,4
23.7396868,90.4036106,27
23.7396868,90.4041068,20
23.7393327,90.369372,30
23.7393327,90.3698682,7
23.7393327,90.3703644,16
23.7393327,90.3708606,2
23.7393327,90.3713568,22
23.7393327,90.3718531,7
23.7393327,90.3723493,10
23.7393327,90.3728455,10
23.7393327,90.3733417,11
23.7393327,90.3738379,8
23.7393327,90.3743341,11
23.7393327,90.3748303,7
23.7393327,90.3753265,30
23.7393327,90.3758227,2
23.7393327,90.376319,22
23.7393327,90.3768152,30
23.7393327,90.3773114,5
23.7393327,90.3778076,28
23.7393327,90.3783038,16
23.7393327,90.3788,0
23.7393327,90.3792962,12
23.7393327,90.3797924,9
23.7393327,90.3802886,4
23.7393327,90.3807849,22
23.7393327,90.3812811,21
23.7393327,90.3817773,25
23.7393327,90.3822735,11
23.7393327,90.3827697,10
23.7393327,90.3832659,23
23.7393327,90.3837621,24
23.7393327,90.3842583,3
23.7393327,90.3847545,14
23.7393327,90.3852508,14
23.7393327,90.385747,23
23.7393327,90.3862432,13
23.7393327,90.3867394,5
